ACTION_1_PREDICTION,ACTION_0_PREDICTION,ACTION_PREDICTION,THRESHOLD,POSITIVE_CLASS,ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
0.9964618087,0.0035381913,1,0.5,1,1,74627,13193,118349,118350,117895,118194,118195,117887,118196
0.9973962307,0.0026037693,1,0.5,1,1,25993,3113,117961,118343,118911,118834,133686,118424,118836
0.2126130909,0.7873869091,0,0.5,1,0,18072,18097,119280,119281,117945,117946,130662,292795,117948
0.9907069206,0.0092930794,1,0.5,1,1,26784,13844,117961,118327,119995,118523,310608,118331,118525
0.9851212502,0.0148787498,1,0.5,1,1,23966,5409,117961,118343,119993,118321,240983,290919,118322
0.9917603731,0.0082396269,1,0.5,1,1,78089,76302,117959,117960,118810,118811,241709,19793,118813
0.9599651098,0.0400348902,1,0.5,1,1,34751,3053,117961,118225,120663,118641,306399,118643,118644
0.9921215773,0.0078784227,1,0.5,1,1,42878,51138,117961,118413,119968,117905,117906,290919,117908
0.9171640277,0.0828359723,1,0.5,1,1,22281,2836,118169,118170,118556,117946,169286,292795,117948
0.9955595732,0.0044404268,1,0.5,1,1,41430,7490,118349,118350,122672,130857,125539,308574,130858
0.8252574205,0.1747425795,1,0.5,1,1,108566,19760,117961,117962,118352,118321,117906,290919,118322
0.9971459508,0.0028540492,1,0.5,1,1,25442,25444,121518,121519,117895,118568,212837,19721,118570
0.9844455123,0.0155544877,1,0.5,1,1,20897,1583,117961,118327,118507,118054,120238,117887,118055
0.9871418476,0.0128581524,1,0.5,1,1,73144,5060,117961,117962,118791,122022,131419,119221,122024
0.9950666428,0.0049333572,1,0.5,1,1,28579,1806,117961,118413,122007,117905,117906,290919,117908
0.9854424,0.0145576,1,0.5,1,1,16003,2071,117961,117962,118501,118502,118503,118504,118505
0.9935932755,0.0064067245,1,0.5,1,1,42593,51096,119596,119597,124266,118728,272276,118295,118730
0.9859499335,0.0140500665,1,0.5,1,1,14914,13441,117961,118225,119781,118207,279443,270488,118209
0.9828428626,0.0171571374,1,0.5,1,1,15714,7789,118573,118574,117945,117946,144259,292795,117948
0.9803580046,0.0196419954,1,0.5,1,1,7543,23144,117961,118225,118403,119849,149249,118638,119851
0.8639708161,0.1360291839,1,0.5,1,1,21915,25772,118006,118007,117941,117879,117897,19721,117880
0.4894995093,0.5105004907,0,0.5,1,0,91181,70062,117961,118386,118746,117905,240983,290919,117908
0.9955040812,0.0044959188,1,0.5,1,1,44977,8784,117961,118300,119890,118834,150799,118424,118836
0.9988130331,0.0011869669,1,0.5,1,1,23921,5739,117961,118446,118684,127108,132156,118667,127110
0.9810950756,0.0189049244,1,0.5,1,1,27750,7491,117961,118300,119181,118784,118785,290919,118786
0.9751719832,0.0248280168,1,0.5,1,0,45215,54419,117926,118266,117884,118568,195390,19721,118570
0.6905806661,0.3094193339,1,0.5,1,1,87742,14798,117961,118386,118746,121594,126485,4673,121596
0.9635507464,0.0364492536,1,0.5,1,1,68726,4945,117961,118300,118360,118636,171056,118638,118639
0.9812394381,0.0187605619,1,0.5,1,1,74920,7551,117961,118052,118867,118321,117906,290919,118322
0.96773839,0.03226161,1,0.5,1,1,74745,70646,117961,118327,118933,120690,120691,290919,120692
0.9661137462,0.0338862538,1,0.5,1,1,75809,4659,117961,118225,120663,118321,117906,290919,118322
0.9911510348,0.0088489652,1,0.5,1,1,45019,59067,117961,118327,121645,118641,306399,118643,118644
0.9960391521,0.0039608479,1,0.5,1,1,28294,21009,117961,118343,149210,120097,174445,270488,120099
0.8750091791,0.1249908209,1,0.5,1,1,18072,15371,118169,118170,117945,280788,155276,292795,119082
0.9562169313,0.0437830687,1,0.5,1,1,35788,21033,117961,118300,123749,118636,161129,118638,118639
0.9445369244,0.0554630756,1,0.5,1,1,31441,15683,117961,118300,118957,118777,279443,308574,118779
0.7844264507,0.2155735493,1,0.5,1,1,73542,16756,119062,130600,139677,117905,290919,290919,117908
0.9807227254,0.0192772746,1,0.5,1,1,43735,3077,117961,118300,120312,118361,118362,118363,118364
0.9138467908,0.0861532092,1,0.5,1,1,34313,2202,117916,118011,117920,118568,125937,19721,118570
0.9924485683,0.0075514317,1,0.5,1,1,73970,13854,117961,118052,118821,117905,117906,290919,117908
0.9788658023,0.0211341977,1,0.5,1,1,20275,2649,117961,118413,120526,118784,152747,290919,118786
0.9818338752,0.0181661248,1,0.5,1,1,34318,16599,117890,118102,117878,118568,288641,19721,118570
0.9795790911,0.0204209089,1,0.5,1,1,35376,25293,117961,118386,128823,117905,240983,290919,117908
0.9561752677,0.0438247323,1,0.5,1,1,27124,8283,117961,118327,118933,118321,117906,290919,118322
0.990706265,0.009293735,1,0.5,1,1,80638,51178,117961,118386,121961,307024,310608,118331,118332
0.9699249268,0.0300750732,1,0.5,1,1,80701,3838,117961,118225,119924,117905,240983,290919,117908
0.9665171504,0.0334828496,1,0.5,1,1,7543,7647,117961,118300,119181,118321,117906,290919,118322
0.9958662987,0.0041337013,1,0.5,1,1,278393,1930,122880,122974,122870,120097,159929,270488,120099
0.98471421,0.01528579,1,0.5,1,1,6921,814,118887,118888,123719,118321,117906,290919,118322
0.9647062421,0.0352937579,1,0.5,1,1,33223,17713,117961,118225,122273,118321,240983,290919,118322
0.9958979487,0.0041020513,1,0.5,1,1,36913,3486,118752,119070,118042,118563,171750,270488,118565
0.9899942279,0.0100057721,1,0.5,1,1,29304,12761,117975,117976,117920,117885,117913,117887,117888
0.9432264566,0.0567735434,1,0.5,1,1,1020,15460,118256,118257,117945,280788,280788,292795,119082
0.9743587375,0.0256412625,1,0.5,1,1,37807,58692,117926,118124,117941,117879,117886,19721,117880
0.9541351199,0.0458648801,1,0.5,1,1,21390,2543,117961,118300,121405,118685,126297,308574,118687
0.8215386868,0.1784613132,1,0.5,1,1,34861,18211,117961,118386,119214,118321,117906,290919,118322
0.9930348396,0.0069651604,1,0.5,1,1,43714,49772,91261,118026,118746,118451,126309,118453,118454
0.9980294108,0.0019705892,1,0.5,1,1,4675,1508,117961,118225,120663,118784,240983,290919,118786
0.9973692894,0.0026307106,1,0.5,1,1,75834,117794,117961,118446,118447,118054,306795,117887,118055
0.9328722358,0.0671277642,1,0.5,1,1,32642,59229,117961,119256,120943,117946,119722,292795,117948
0.7990194559,0.2009805441,1,0.5,1,1,73756,2437,118290,118291,19772,126085,253147,119221,126087
0.9963530302,0.0036469698,1,0.5,1,1,37260,745,117961,118343,119181,118451,130134,118453,118454
0.9937446713,0.0062553287,1,0.5,1,1,43012,23111,119691,119692,118635,122967,190850,119695,122969
0.4747804403,0.5252195597,0,0.5,1,1,79092,51345,117961,118052,120417,118702,125047,118704,118705
0.9787560701,0.0212439299,1,0.5,1,1,17308,48938,118169,118170,119781,118043,224182,270488,118046
0.8632500172,0.1367499828,1,0.5,1,1,34963,52925,117980,117981,117920,117879,117886,19721,117880
0.6481089592,0.3518910408,1,0.5,1,0,15022,19717,117961,117962,118352,118321,117906,290919,118322
0.9903640151,0.0096359849,1,0.5,1,1,18589,26312,138798,138799,120539,118321,117906,290919,118322
0.9937849045,0.0062150955,1,0.5,1,1,2252,2296,117961,118413,277693,123737,127475,118960,123738
0.9338746071,0.0661253929,1,0.5,1,1,36674,21083,118106,118107,117941,117879,121445,19721,117880
0.99321872,0.00678128,1,0.5,1,1,74734,5060,117961,117962,118791,122022,131419,119221,122024
0.9963300824,0.0036699176,1,0.5,1,1,3853,8592,119062,119091,118514,117905,117906,290919,117908
0.9698133469,0.0301866531,1,0.5,1,1,117088,806,117961,118300,123719,118321,117906,290919,118322
0.9946281314,0.0053718686,1,0.5,1,1,15739,2003,118441,118442,118378,118054,121603,117887,118055
0.9889144301,0.0110855699,1,0.5,1,1,38480,50379,118126,118237,117895,117885,117913,117887,117888
0.9950436354,0.0049563646,1,0.5,1,1,20281,90027,117916,118150,118599,179731,118625,117887,117973
0.9790129662,0.0209870338,1,0.5,1,1,23921,51318,117961,118300,119890,118368,254718,117887,118486
0.9858879447,0.0141120553,1,0.5,1,1,112123,30385,117961,118343,118660,118924,131148,118667,118926
0.9426109791,0.0573890209,1,0.5,1,1,79273,8126,117961,118327,118320,118321,117906,290919,118322
0.9944116473,0.0055883527,1,0.5,1,1,31441,4993,117961,118343,118979,118826,134537,118424,118828
0.5442472696,0.4557527304,1,0.5,1,1,74472,19830,119062,119091,123125,118784,121556,290919,118786
0.9917254448,0.0082745552,1,0.5,1,1,73815,10987,119170,119171,121363,121364,121365,118467,121366
0.99935776,0.00064224,1,0.5,1,1,72991,122272,117961,118225,122273,117905,117906,290919,117908
0.6730571389,0.3269428611,1,0.5,1,1,17805,47,119062,119063,176153,118321,117906,290919,118322
0.9952373505,0.0047626495,1,0.5,1,1,3130,3175,117961,118446,120368,118054,118054,117887,118055
0.960277319,0.039722681,1,0.5,1,1,27829,53190,117961,118300,19772,118784,118785,290919,118786
0.9996614456,0.0003385544,1,0.5,1,1,4675,25293,117961,118386,128823,117905,117906,290919,117908
0.9854173064,0.0145826936,1,0.5,1,1,23921,4837,117961,118300,120026,118054,119601,117887,118055
0.996011138,0.003988862,1,0.5,1,1,80651,92288,119062,119091,119303,119962,168365,118205,119964
0.9490944147,0.0509055853,1,0.5,1,1,79950,7072,117961,117962,118352,118321,117906,290919,118322
0.9933157563,0.0066842437,1,0.5,1,1,25993,4993,117961,118343,118979,118826,134537,118424,118828
0.9682637453,0.0317362547,1,0.5,1,1,23194,5396,117961,118343,119993,118321,240983,290919,118322
0.9863091707,0.0136908293,1,0.5,1,1,38468,13840,117993,117994,117895,117885,117913,117887,117888
0.9960020185,0.0039979815,1,0.5,1,1,98500,7411,117961,118386,118746,118451,152307,118453,118454
0.9453561306,0.0546438694,1,0.5,1,1,36902,60982,11146,118491,117884,118568,205904,19721,118570
0.9905679822,0.0094320178,1,0.5,1,1,17308,4155,117961,118300,118301,120006,259215,118424,120008
0.9865173697,0.0134826303,1,0.5,1,1,28149,49772,91261,118026,118746,118747,126309,118453,118749
0.955085516,0.044914484,1,0.5,1,1,100474,5244,117961,118343,119598,118321,240983,290919,118322
0.9968445301,0.0031554699,1,0.5,1,1,81070,49655,117961,118446,122550,117905,117906,290919,117908
0.6191452146,0.3808547854,1,0.5,1,1,35531,25,117961,117962,122224,118321,117906,290919,118322
0.9653582573,0.0346417427,1,0.5,1,1,42768,2000,117932,117933,117878,117879,117879,19721,117880
0.9642661214,0.0357338786,1,0.5,1,1,40944,17059,117902,118041,117945,118274,119248,292795,118276
0.9925768971,0.0074231029,1,0.5,1,1,25042,16573,117961,117969,196823,235351,254394,254395,254396
0.9838899374,0.0161100626,1,0.5,1,1,80639,205,117961,118386,118746,118321,117906,290919,118322
0.6752816439,0.3247183561,1,0.5,1,0,31183,18073,118256,118257,118623,118995,286106,292795,118997
0.9876765013,0.0123234987,1,0.5,1,1,30570,18190,117961,118386,119954,117905,117906,290919,117908
0.9843138456,0.0156861544,1,0.5,1,1,1805,17394,117961,118413,122007,118321,117906,290919,118322
0.1368091851,0.8631908149,0,0.5,1,0,45743,52687,117961,117962,118910,119346,4673,4673,119348
0.9701340795,0.0298659205,1,0.5,1,1,6921,5262,119596,119597,124656,117905,117906,290919,117908
0.996891439,0.003108561,1,0.5,1,1,18226,1999,118084,118085,131868,128093,139264,119184,128095
0.9806665778,0.0193334222,1,0.5,1,1,25993,7491,117961,118300,119181,118784,118785,290919,118786
0.9992824197,0.0007175803,1,0.5,1,1,23921,140260,118163,119075,119076,118834,311236,118424,118836
0.9800248742,0.0199751258,1,0.5,1,1,44477,782,117961,118413,127522,118784,240983,290919,118786
0.9982084036,0.0017915964,1,0.5,1,1,17249,4865,117961,118343,121710,118422,300136,118424,118425
0.9645385146,0.0354614854,1,0.5,1,1,27589,2607,118752,119070,119121,118274,149344,292795,118276
0.9985651374,0.0014348626,1,0.5,1,1,73815,10835,119170,119171,118522,143183,183957,119788,143185
0.9930944443,0.0069055557,1,0.5,1,1,29693,2199,4292,126095,118378,119192,300603,119184,119194
0.998940289,0.001059711,1,0.5,1,1,113728,8028,117902,117903,124948,117905,117906,290919,117908
0.8699541092,0.1300458908,1,0.5,1,0,28340,7459,5110,117954,122672,118685,223708,308574,118687
0.9827361107,0.0172638893,1,0.5,1,1,36031,1350,117961,118052,120096,117905,117906,290919,117908
0.9994102716,0.0005897284,1,0.5,1,1,4675,8520,117961,118386,119954,119962,168365,118205,119964
0.9856740832,0.0143259168,1,0.5,1,1,41594,8433,117961,118327,118929,118321,117906,290919,118322
0.8946809173,0.1053190827,1,0.5,1,1,34248,5320,118290,118291,119598,120344,260942,118424,120346
0.9579785466,0.0420214534,1,0.5,1,1,917,5249,117961,118386,123144,118396,233714,118398,118399
0.9801658392,0.0198341608,1,0.5,1,1,80824,5409,117961,118343,119993,118321,240983,290919,118322
0.9871608019,0.0128391981,1,0.5,1,1,20178,4659,117961,118225,120663,117905,290919,290919,117908
0.997505486,0.002494514,1,0.5,1,1,19842,7344,117961,118225,120663,138019,153236,120518,138021
0.996066153,0.003933847,1,0.5,1,1,3853,7369,117961,118386,118896,118321,117906,290919,118322
0.9980549812,0.0019450188,1,0.5,1,1,3853,13828,117961,118300,121977,120647,311441,118398,120649
0.9875487089,0.0124512911,1,0.5,1,1,34026,35976,122532,123330,118317,122967,311057,119695,122969
0.9877861738,0.0122138262,1,0.5,1,1,6921,824,91261,118026,123719,118777,279443,308574,118779
0.9818949103,0.0181050897,1,0.5,1,1,18407,771,117961,118300,118437,117905,117906,290919,117908
0.5612571836,0.4387428164,1,0.5,1,1,43876,119058,118079,118080,117878,117879,118177,19721,117880
0.2713692784,0.7286307216,0,0.5,1,0,22956,3195,117961,118052,118706,118523,306404,118331,118525
0.6237578392,0.3762421608,1,0.5,1,1,80151,46526,117961,118300,119984,118396,269406,118398,118399
0.974635303,0.025364697,1,0.5,1,1,35498,3722,117961,118300,120059,119849,124718,118638,119851
0.981405437,0.018594563,1,0.5,1,1,40997,17652,120864,120865,171098,118702,194774,118704,118705
0.9986592531,0.0013407469,1,0.5,1,1,972,3770,117961,118343,118395,120647,311441,118398,120649
0.9965632558,0.0034367442,1,0.5,1,1,79311,7445,117961,118343,122299,179731,118054,117887,117973
0.9790929556,0.0209070444,1,0.5,1,1,43674,7133,117961,118327,118320,117905,117906,290919,117908
0.9988492727,0.0011507273,1,0.5,1,1,3853,4828,117961,118343,118395,118890,125128,118398,118892
0.9904168844,0.0095831156,1,0.5,1,1,31299,4950,117961,118343,118911,118826,257115,118424,118828
0.9852418303,0.0147581697,1,0.5,1,1,79313,17733,117961,118300,119984,118890,125128,118398,118892
0.980519712,0.019480288,1,0.5,1,1,101844,56193,117961,118300,120410,118784,117906,290919,118786
0.9728790522,0.0271209478,1,0.5,1,1,79092,5196,117961,118052,121949,118207,127292,270488,118209
0.8370808363,0.1629191637,1,0.5,1,1,43488,18181,117961,118343,118514,118321,117906,290919,118322
0.9926533699,0.0073466301,1,0.5,1,1,41430,7320,5110,117954,122672,128197,273102,119772,128199
0.9918807149,0.0081192851,1,0.5,1,1,1151,1214,119134,119135,120171,117896,136369,117887,117898
0.9834868908,0.0165131092,1,0.5,1,1,35381,26321,117961,118327,118320,117905,117906,290919,117908
0.9956040382,0.0043959618,1,0.5,1,1,33248,4200,117961,118343,118660,119433,133686,118424,119435
0.91965729,0.08034271,1,0.5,1,1,113724,7072,117961,117962,118352,118321,117906,290919,118322
0.6421726942,0.3578273058,1,0.5,1,0,16617,19760,117961,117962,118352,118321,117906,290919,118322
0.9870551825,0.0129448175,1,0.5,1,1,969,58910,117902,118041,117945,280788,280788,292795,119082
0.8481687903,0.1518312097,1,0.5,1,1,39325,20170,117961,118413,120526,130857,279443,308574,130858
0.9850835204,0.0149164796,1,0.5,1,1,19975,16974,117961,118300,119181,117905,117906,290919,117908
0.9920446873,0.0079553127,1,0.5,1,1,74726,7019,119134,119135,118597,118777,308574,308574,118779
0.9832536578,0.0167463422,1,0.5,1,1,34232,16566,117961,118327,120559,118054,124424,117887,118055
0.5985936522,0.4014063478,1,0.5,1,0,22956,4500,117961,118052,118881,118321,240983,290919,118322
0.9359673262,0.0640326738,1,0.5,1,1,23970,13845,117961,117962,118791,118792,211906,118424,118794
0.9953036308,0.0046963692,1,0.5,1,1,33273,1475,119062,119091,118450,121372,148801,119184,121374
0.9890406728,0.0109593272,1,0.5,1,1,1581,1725,117902,117903,118507,120990,120991,118398,120992
0.9837272167,0.0162727833,1,0.5,1,1,42093,7524,117961,118300,119195,118636,227378,118638,118639
0.9884985089,0.0115014911,1,0.5,1,1,29926,22835,117961,117969,19666,118396,236551,118398,118399
0.9927719235,0.0072280765,1,0.5,1,1,28441,3332,117961,118343,121747,117905,117906,290919,117908
0.9816287756,0.0183712244,1,0.5,1,1,25681,69226,119062,119091,118992,179731,130134,117887,117973
0.881303966,0.118696034,1,0.5,1,1,20226,2583,118752,119070,118754,119885,118806,118474,119887
0.9920805097,0.0079194903,1,0.5,1,1,29092,80413,118163,118164,117878,117879,117879,19721,117880
0.9703091383,0.0296908617,1,0.5,1,1,15668,15459,118169,118170,117945,117946,194400,292795,117948
0.9394826889,0.0605173111,1,0.5,1,1,74346,7624,117961,118052,119742,118321,117906,290919,118322
0.9332494736,0.0667505264,1,0.5,1,1,17308,3371,117902,118041,118042,118043,118044,270488,118046
0.4694635868,0.5305364132,0,0.5,1,0,34700,14798,117961,118386,118746,121594,126485,4673,121596
0.9948729873,0.0051270127,1,0.5,1,1,29058,145788,118212,118580,119362,119363,117913,118667,119365
0.9728626013,0.0271373987,1,0.5,1,1,33231,4378,117961,118327,118507,118054,120238,117887,118055
0.9976673126,0.0023326874,1,0.5,1,1,1028,49850,117961,118413,122007,118259,118260,290919,118261
0.9997342229,0.0002657771,1,0.5,1,1,4675,120351,117961,118300,119195,118321,136235,290919,118322
0.9939156175,0.0060843825,1,0.5,1,1,6670,4468,117961,118413,119968,117905,117906,290919,117908
0.9190025926,0.0809974074,1,0.5,1,0,92329,7651,117961,118386,118746,118321,117906,290919,118322
0.9915839434,0.0084160566,1,0.5,1,1,25442,14474,121518,121519,117895,118568,212837,19721,118570
0.9921966791,0.0078033209,1,0.5,1,1,40420,2068,117980,118076,131868,119192,276422,119184,119194
0.9922196865,0.0077803135,1,0.5,1,1,18072,86857,117902,118041,118556,118274,118806,292795,118276
0.95448035,0.04551965,1,0.5,1,1,114826,4362,118212,118213,126955,118777,279443,308574,118779
0.9422696233,0.0577303767,1,0.5,1,1,42806,16654,118181,118182,117920,118568,132124,19721,118570
0.6167089343,0.3832910657,1,0.5,1,0,37737,50327,118079,118080,117878,117879,118177,19721,117880
0.9786579609,0.0213420391,1,0.5,1,1,81364,2931,117961,118343,118700,118784,117906,290919,118786
0.9857966304,0.0142033696,1,0.5,1,1,27902,13166,117882,117883,117884,118568,166215,19721,118570
0.9897740483,0.0102259517,1,0.5,1,1,6960,3883,117961,118343,119987,118784,118785,290919,118786
0.959223628,0.040776372,1,0.5,1,1,44781,15575,117902,118041,118623,280788,280788,292795,119082
0.9560851455,0.0439148545,1,0.5,1,1,70484,18220,117961,118052,118867,118321,117906,290919,118322
0.9811738729,0.0188261271,1,0.5,1,1,73547,4707,117961,118300,121108,119928,150810,118331,119929
0.8135302067,0.1864697933,1,0.5,1,1,36646,27871,117978,117979,117884,118568,117886,19721,118570
0.9826248884,0.0173751116,1,0.5,1,1,80473,2541,117961,118343,118856,117905,240983,290919,117908
0.9862782359,0.0137217641,1,0.5,1,1,40867,15886,117961,118052,120356,120357,310997,118424,120359
0.9801357985,0.0198642015,1,0.5,1,0,75685,6018,117961,118413,122007,118321,117906,290919,118322
0.6856405139,0.3143594861,1,0.5,1,0,23096,15982,117961,118413,123003,118685,120316,308574,118687
0.8974893689,0.1025106311,1,0.5,1,1,23942,185,119134,119135,118575,118172,307446,249618,118175
0.9834486842,0.0165513158,1,0.5,1,1,41128,13874,117961,118446,120368,118685,122058,308574,118687
0.8546539545,0.1453460455,1,0.5,1,1,20897,7492,117961,118225,118673,118674,132494,19793,118676
0.997474134,0.002525866,1,0.5,1,1,3853,5542,131853,131854,120370,118321,117906,290919,118322
0.97881639,0.02118361,1,0.5,1,1,39264,7738,118256,119428,118623,117946,119722,292795,117948
0.9717877507,0.0282122493,1,0.5,1,1,42987,7586,117961,118225,118403,118321,117906,290919,118322
0.9815167189,0.0184832811,1,0.5,1,1,40399,13874,117961,118446,120368,118685,122058,308574,118687
0.9925357103,0.0074642897,1,0.5,1,1,39612,20696,117876,117877,117878,117899,163929,19721,117900
0.9734244943,0.0265755057,1,0.5,1,1,75834,18189,117961,118327,119195,119351,206049,3130,119353
0.9115588069,0.0884411931,1,0.5,1,1,16232,5916,117961,118446,16232,118321,117906,290919,118322
0.9452120066,0.0547879934,1,0.5,1,1,17308,16065,117961,118225,120551,118777,279443,308574,118779
0.9948575497,0.0051424503,1,0.5,1,1,81350,7893,117961,118343,118979,118834,133686,118424,118836
0.9955066442,0.0044933558,1,0.5,1,1,79092,8243,118555,118178,118320,118451,130134,118453,118454
0.9866761565,0.0133238435,1,0.5,1,1,31441,5504,117961,118300,131274,307024,311622,118331,118332
0.9815390706,0.0184609294,1,0.5,1,1,15716,58883,117902,118041,118556,280788,280788,292795,119082
0.3361754119,0.6638245881,0,0.5,1,0,27801,70062,117961,118386,118746,117905,240983,290919,117908
0.965662837,0.034337163,1,0.5,1,1,21402,7021,117961,118300,118783,118784,287626,290919,118786
0.9821454287,0.0178545713,1,0.5,1,1,74883,5196,117961,118052,121949,118207,127292,270488,118209
0.9807152748,0.0192847252,1,0.5,1,1,73876,51226,117961,118327,118320,118641,164752,118643,118644
0.9840367436,0.0159632564,1,0.5,1,1,52717,4576,117961,118327,118391,123045,123107,120518,123047
0.988779664,0.011220336,1,0.5,1,1,79092,5244,117961,118343,119598,119743,311752,3130,119745
0.991605401,0.008394599,1,0.5,1,1,22682,5127,117961,118300,118597,118834,146010,118424,118836
0.9827632904,0.0172367096,1,0.5,1,1,1023,5899,117961,118327,120318,118777,296252,308574,118779
0.9860956073,0.0139043927,1,0.5,1,1,40753,1480,118555,118178,117945,119192,129506,119184,119194
0.9716498852,0.0283501148,1,0.5,1,1,6580,47104,117890,117891,117878,117879,117879,19721,117880
0.9929284453,0.0070715547,1,0.5,1,1,18221,1652,117961,118327,118507,179731,179731,117887,117973
0.9792384505,0.0207615495,1,0.5,1,1,78721,1398,117961,118300,120722,118321,118448,290919,118322
0.9985550046,0.0014449954,1,0.5,1,1,81458,15009,117902,117903,118783,117905,118036,290919,117908
0.974347651,0.025652349,1,0.5,1,1,16767,16855,117961,118225,119092,122849,120324,119095,122850
0.9937508702,0.0062491298,1,0.5,1,1,74196,4106,119062,119091,122012,179731,130134,117887,117973
0.9911177158,0.0088822842,1,0.5,1,1,25328,53255,120864,120865,120551,118777,191629,308574,118779
0.9799221754,0.0200778246,1,0.5,1,1,75232,28275,118315,118463,123089,118321,130219,290919,118322
0.999735415,0.000264585,1,0.5,1,1,4675,5657,117961,118300,121176,117905,117906,290919,117908
0.9688041806,0.0311958194,1,0.5,1,1,40272,15012,118212,118213,123201,117905,117906,290919,117908
0.9966028929,0.0033971071,1,0.5,1,1,35528,5730,117961,118446,120026,120578,137493,118762,120580
0.9996055961,0.0003944039,1,0.5,1,1,34924,55777,143008,143009,120299,120300,311693,120302,120303
0.9866290092,0.0133709908,1,0.5,1,1,38470,90820,118079,118080,117878,117885,117913,117887,117888
0.994333148,0.005666852,1,0.5,1,1,13878,3941,117876,117877,117878,117879,117879,19721,117880
0.9581269026,0.0418730974,1,0.5,1,1,19998,53010,118752,119070,118042,118563,118563,270488,118565
0.9924311638,0.0075688362,1,0.5,1,1,23701,5504,117961,118300,118514,117905,117906,290919,117908
0.9924417734,0.0075582266,1,0.5,1,1,23921,16052,118887,118888,118825,118728,306088,118295,118730
0.9133962393,0.0866037607,1,0.5,1,1,45035,55636,117916,118150,117920,118568,210268,19721,118570
0.9983156919,0.0016843081,1,0.5,1,1,20364,124316,118887,118888,118889,118863,307233,118398,118865
0.940520227,0.059479773,1,0.5,1,1,93015,16735,117961,118300,118783,118321,290919,290919,118322
0.9987481833,0.0012518167,1,0.5,1,1,4675,71171,117961,118386,118746,118259,117906,290919,118261
0.9888119698,0.0111880302,1,0.5,1,1,7543,17091,117961,118225,118403,132671,132894,290919,132673
0.992452085,0.007547915,1,0.5,1,1,78240,2594,117961,118300,120410,117905,117906,290919,117908
0.9960336089,0.0039663911,1,0.5,1,1,33054,126545,118163,119075,119076,120789,126546,118424,120791
0.9978445768,0.0021554232,1,0.5,1,1,43750,86299,117961,118327,120318,117905,117906,290919,117908
0.4099561572,0.5900438428,0,0.5,1,0,27796,15894,117961,118052,120304,120313,206347,118424,120315
0.9956918359,0.0043081641,1,0.5,1,1,100968,5405,117961,118343,119598,117905,117906,290919,117908
0.9948982596,0.0051017404,1,0.5,1,1,33147,2908,117961,118343,118979,119433,133686,118424,119435
0.9747228622,0.0252771378,1,0.5,1,1,80220,5652,117961,118300,121305,118784,124402,290919,118786
0.9348609447,0.0651390553,1,0.5,1,1,79067,3838,117961,118225,119924,118321,117906,290919,118322
0.9792492986,0.0207507014,1,0.5,1,1,75649,6751,117961,117969,6725,118777,241030,308574,118779
0.9897733331,0.0102266669,1,0.5,1,1,79092,16121,117961,118225,119824,121122,129713,118612,121124
0.9303330183,0.0696669817,1,0.5,1,1,73090,4698,117961,117962,118352,118321,117906,290919,118322
0.3241876364,0.6758123636,0,0.5,1,0,20299,273476,117926,118266,117920,118568,310732,19721,118570
0.9844581485,0.0155418515,1,0.5,1,1,34924,4663,117961,118225,120041,120591,132696,119095,120593
0.9910253286,0.0089746714,1,0.5,1,1,78849,5238,118290,118291,118053,132692,134889,270488,132694
0.5022179484,0.4977820516,1,0.5,1,0,20897,17856,117961,118327,118673,118811,286597,19793,118813
0.2571497858,0.7428502142,0,0.5,1,0,39262,71897,118990,118991,118992,117905,117906,290919,117908
0.7627919316,0.2372080684,1,0.5,1,1,19802,770,117961,118300,119181,121594,127596,4673,121596
0.9867729545,0.0132270455,1,0.5,1,1,23966,4147,117961,118300,118631,118422,300136,118424,118425
0.9824832678,0.0175167322,1,0.5,1,1,26898,15398,118169,118170,118575,130479,139169,119784,130481
0.9889594316,0.0110405684,1,0.5,1,1,44641,3770,117961,118343,123144,118890,125128,118398,118892
0.9797713161,0.0202286839,1,0.5,1,1,38391,87272,118106,118107,117920,179731,118625,117887,117973
0.9945781231,0.0054218769,1,0.5,1,0,25993,5916,117961,118446,16232,122551,128532,118762,122552
0.9788107872,0.0211892128,1,0.5,1,1,32642,1723,117961,119256,119257,280788,280788,292795,119082
0.9972910285,0.0027089715,1,0.5,1,1,74964,7389,117961,118386,118746,118451,152307,118453,118454
0.9721118808,0.0278881192,1,0.5,1,1,34637,1443,117961,118343,120722,118784,117906,290919,118786
0.9926934242,0.0073065758,1,0.5,1,1,917,5053,117961,118300,121108,120344,267189,118424,120346
0.992153585,0.007846415,1,0.5,1,1,83091,26312,138798,138799,120539,118321,117906,290919,118322
0.9684679508,0.0315320492,1,0.5,1,1,25071,54258,117890,118102,117878,118568,292195,19721,118570
0.9842914343,0.0157085657,1,0.5,1,1,29634,4636,117902,118041,119181,120952,122352,118453,120954
0.744671762,0.255328238,1,0.5,1,1,81276,69225,117961,118052,118821,118321,117906,290919,118322
0.994692266,0.005307734,1,0.5,1,1,45019,86387,117961,118327,4674,118321,117906,290919,118322
0.9863166213,0.0136833787,1,0.5,1,1,41314,49772,91261,118026,118746,118747,126309,118453,118749
